Timestamp,Traffic Volume (Mbps),Network Latency (ms),Throughput (Mbps),Packet Loss (%),Signal Strength (dBm),Resource Allocation (%),Handover Success (0/1)
2025-01-27 18:00:30,7.408,37.0,49.0,1.73,-65.0,79.0,1
2025-01-27 18:00:31,6.104,16.0,20.0,2.57,-77.0,66.0,0
2025-01-27 18:00:32,5.344,47.0,25.0,1.31,-85.0,75.0,0
2025-01-27 18:00:33,2.984,42.0,32.0,2.54,-79.0,78.0,0
2025-01-27 18:00:34,5.392,41.0,46.0,2.99,-85.0,70.0,1
2025-01-27 18:00:35,7.272,38.0,30.0,2.2,-70.0,73.0,1
2025-01-27 18:00:36,1.28,42.0,12.0,0.87,-64.0,79.0,1
2025-01-27 18:00:37,5.408,40.0,44.0,2.57,-81.0,71.0,0
2025-01-27 18:00:38,7.936,33.0,10.0,1.75,-85.0,50.0,0
2025-01-27 18:00:39,2.496,32.0,49.0,0.54,-78.0,76.0,1
2025-01-27 18:00:40,2.064,38.0,32.0,2.03,-62.0,59.0,0
2025-01-27 18:00:41,6.36,14.0,13.0,1.44,-62.0,61.0,1
2025-01-27 18:00:42,3.776,47.0,24.0,0.4,-68.0,72.0,1
2025-01-27 18:00:43,1.328,11.0,15.0,0.66,-73.0,65.0,0
2025-01-27 18:00:44,4.168,31.0,24.0,1.81,-66.0,76.0,1
2025-01-27 18:00:45,7.872,36.0,44.0,1.88,-84.0,71.0,0
2025-01-27 18:00:46,1.704,37.0,24.0,0.29,-67.0,84.0,0
2025-01-27 18:00:47,7.88,32.0,14.0,2.88,-66.0,57.0,1
2025-01-27 18:00:48,3.784,42.0,21.0,1.65,-61.0,81.0,1
2025-01-27 18:00:49,3.496,17.0,49.0,1.79,-71.0,55.0,0
2025-01-27 18:00:50,6.152,40.0,30.0,1.22,-65.0,68.0,0
2025-01-27 18:00:51,6.136,19.0,10.0,1.11,-79.0,88.0,0
2025-01-27 18:00:52,6.704,19.0,15.0,1.29,-64.0,66.0,0
2025-01-27 18:00:53,4.624,35.0,46.0,2.16,-87.0,70.0,1
2025-01-27 18:00:54,2.368,29.0,13.0,1.65,-82.0,87.0,1
2025-01-27 18:00:55,3.664,22.0,28.0,2.32,-70.0,82.0,1
2025-01-27 18:00:56,1.272,31.0,15.0,0.1,-80.0,69.0,0
2025-01-27 18:00:57,7.768,44.0,36.0,1.27,-78.0,76.0,0
2025-01-27 18:00:58,7.488,46.0,25.0,1.72,-70.0,81.0,1
2025-01-27 18:00:59,1.696,33.0,34.0,0.5,-76.0,86.0,0
2025-01-27 18:01:00,6.768,48.0,35.0,2.4,-68.0,76.0,0
2025-01-27 18:01:01,1.688,11.0,20.0,0.2,-61.0,78.0,1
2025-01-27 18:01:02,7.096,17.0,17.0,1.63,-84.0,61.0,0
2025-01-27 18:01:03,5.048,33.0,46.0,2.71,-81.0,62.0,0
2025-01-27 18:01:04,5.872,42.0,22.0,1.6,-65.0,67.0,1
2025-01-27 18:01:05,2.712,44.0,19.0,1.61,-83.0,82.0,1
2025-01-27 18:01:06,4.32,36.0,34.0,0.68,-79.0,52.0,1
2025-01-27 18:01:07,3.952,28.0,38.0,0.34,-78.0,78.0,0
2025-01-27 18:01:08,7.864,31.0,49.0,0.29,-73.0,59.0,1
2025-01-27 18:01:09,6.912,10.0,45.0,0.78,-73.0,88.0,0
2025-01-27 18:01:10,7.256,44.0,18.0,0.55,-70.0,73.0,0
2025-01-27 18:01:11,5.528,24.0,23.0,1.52,-78.0,74.0,1
2025-01-27 18:01:12,3.328,41.0,35.0,0.94,-77.0,52.0,1
2025-01-27 18:01:13,7.312,37.0,36.0,1.57,-72.0,55.0,1
2025-01-27 18:01:14,1.032,32.0,10.0,2.15,-85.0,50.0,0
2025-01-27 18:01:15,6.864,14.0,27.0,0.14,-67.0,58.0,0
2025-01-27 18:01:16,4.08,27.0,44.0,1.1,-83.0,73.0,0
2025-01-27 18:01:17,2.032,14.0,35.0,2.26,-85.0,72.0,1
2025-01-27 18:01:18,1.12,30.0,26.0,0.6,-85.0,51.0,0
2025-01-27 18:01:19,7.944,26.0,32.0,0.62,-64.0,80.0,1
2025-01-27 18:01:20,3.112,25.0,36.0,2.25,-90.0,66.0,1
2025-01-27 18:01:21,2.48,43.0,45.0,2.58,-70.0,76.0,1
2025-01-27 18:01:22,7.128,31.0,11.0,2.93,-70.0,66.0,1
2025-01-27 18:01:23,7.656,44.0,29.0,0.91,-62.0,70.0,1
2025-01-27 18:01:24,6.928,32.0,26.0,2.74,-69.0,51.0,0
2025-01-27 18:01:25,4.816,23.0,35.0,2.39,-61.0,71.0,1
2025-01-27 18:01:26,3.456,39.0,40.0,1.69,-69.0,50.0,0
2025-01-27 18:01:27,4.304,47.0,29.0,1.84,-81.0,66.0,1
2025-01-27 18:01:28,3.408,32.0,14.0,1.42,-62.0,87.0,1
2025-01-27 18:01:29,3.208,14.0,31.0,1.2,-80.0,54.0,0
2025-01-27 18:01:30,6.76,19.0,34.0,2.75,-88.0,86.0,1
2025-01-27 18:01:31,4.272,32.0,20.0,2.88,-68.0,63.0,0
2025-01-27 18:01:32,3.16,43.0,25.0,1.6,-89.0,56.0,0
2025-01-27 18:01:33,6.656,31.0,12.0,1.51,-65.0,77.0,0
2025-01-27 18:01:34,6.2,43.0,30.0,1.86,-73.0,78.0,0
2025-01-27 18:01:35,2.272,19.0,28.0,2.58,-66.0,63.0,0
2025-01-27 18:01:36,5.064,39.0,23.0,1.9,-85.0,58.0,0
2025-01-27 18:01:37,4.368,26.0,19.0,1.97,-81.0,74.0,1
2025-01-27 18:01:38,5.576,47.0,36.0,1.93,-69.0,76.0,1
2025-01-27 18:01:39,7.128,21.0,48.0,2.87,-87.0,56.0,1
2025-01-27 18:01:40,1.032,47.0,17.0,2.58,-66.0,58.0,0
2025-01-27 18:01:41,2.336,45.0,46.0,2.69,-64.0,82.0,1
2025-01-27 18:01:42,1.264,30.0,42.0,0.57,-72.0,70.0,0
2025-01-27 18:01:43,6.224,11.0,21.0,0.47,-86.0,54.0,0
2025-01-27 18:01:44,5.152,39.0,25.0,1.09,-86.0,89.0,0
2025-01-27 18:01:45,2.488,10.0,11.0,1.21,-62.0,51.0,1
2025-01-27 18:01:46,4.632,29.0,10.0,0.13,-89.0,61.0,0
2025-01-27 18:01:47,1.56,35.0,18.0,0.39,-78.0,59.0,1
2025-01-27 18:01:48,6.88,16.0,12.0,1.59,-64.0,86.0,0
2025-01-27 18:01:49,3.304,37.0,36.0,1.29,-68.0,66.0,0
2025-01-27 18:01:50,0.976,40.0,49.0,0.63,-73.0,52.0,0
2025-01-27 18:01:51,2.624,41.0,10.0,0.3,-82.0,60.0,0
2025-01-27 18:01:52,5.088,24.0,20.0,0.52,-62.0,59.0,0
2025-01-27 18:01:53,6.016,44.0,20.0,0.18,-78.0,69.0,0
2025-01-27 18:01:54,2.96,20.0,48.0,2.57,-78.0,84.0,1
2025-01-27 18:01:55,7.256,40.0,10.0,2.3,-83.0,58.0,1
2025-01-27 18:01:56,6.248,39.0,30.0,0.31,-75.0,75.0,0
2025-01-27 18:01:57,6.432,27.0,40.0,0.78,-66.0,82.0,1
2025-01-27 18:01:58,5.592,36.0,47.0,1.06,-73.0,64.0,1
2025-01-27 18:01:59,1.24,25.0,49.0,2.15,-75.0,57.0,0
2025-01-27 18:02:00,7.928,22.0,47.0,1.49,-81.0,54.0,0
2025-01-27 18:02:01,2.904,17.0,36.0,2.31,-62.0,72.0,1
2025-01-27 18:02:02,1.536,47.0,23.0,2.96,-70.0,76.0,1
2025-01-27 18:02:03,5.616,32.0,12.0,0.74,-67.0,84.0,0
2025-01-27 18:02:04,7.464,36.0,19.0,0.41,-79.0,79.0,1
2025-01-27 18:02:05,0.968,22.0,47.0,2.67,-81.0,68.0,0
2025-01-27 18:02:06,6.184,18.0,22.0,1.99,-78.0,89.0,0
2025-01-27 18:02:07,1.264,13.0,31.0,2.58,-66.0,76.0,1
2025-01-27 18:02:08,4.592,40.0,29.0,1.55,-90.0,70.0,0
2025-01-27 18:02:09,4.4,46.0,46.0,1.88,-69.0,62.0,0
2025-01-27 18:02:10,6.856,36.0,22.0,2.29,-75.0,58.0,1
2025-01-27 18:02:11,7.472,39.0,10.0,1.02,-83.0,73.0,0
2025-01-27 18:02:12,3.848,28.0,26.0,0.72,-88.0,84.0,0
2025-01-27 18:02:13,5.84,49.0,19.0,0.92,-66.0,83.0,1
2025-01-27 18:02:14,7.648,24.0,44.0,2.62,-86.0,71.0,1
2025-01-27 18:02:15,0.824,44.0,34.0,1.38,-64.0,85.0,0
2025-01-27 18:02:16,3.856,35.0,25.0,0.32,-63.0,84.0,0
2025-01-27 18:02:17,3.816,28.0,31.0,1.74,-76.0,59.0,0
2025-01-27 18:02:18,2.2,15.0,27.0,2.76,-78.0,70.0,0
2025-01-27 18:02:19,1.04,23.0,46.0,2.33,-65.0,72.0,1
2025-01-27 18:02:20,2.64,32.0,11.0,1.61,-89.0,84.0,0
2025-01-27 18:02:21,5.752,32.0,29.0,1.57,-86.0,58.0,1
2025-01-27 18:02:22,7.096,14.0,11.0,1.83,-67.0,64.0,1
2025-01-27 18:02:23,3.448,22.0,40.0,0.43,-69.0,72.0,1
2025-01-27 18:02:24,4.544,27.0,35.0,2.89,-61.0,73.0,0
2025-01-27 18:02:25,6.112,15.0,42.0,2.99,-63.0,89.0,1
2025-01-27 18:02:26,2.096,41.0,47.0,2.94,-72.0,55.0,1
2025-01-27 18:02:27,2.544,33.0,20.0,2.98,-84.0,86.0,1
2025-01-27 18:02:28,5.184,45.0,46.0,1.23,-61.0,54.0,0
2025-01-27 18:02:29,6.44,32.0,31.0,1.36,-85.0,63.0,1
2025-01-27 18:02:30,1.584,22.0,40.0,1.13,-80.0,73.0,1
2025-01-27 18:02:31,2.88,37.0,34.0,0.71,-64.0,72.0,0
2025-01-27 18:02:32,1.152,42.0,18.0,2.59,-61.0,75.0,0
2025-01-27 18:02:33,1.496,24.0,16.0,0.24,-69.0,71.0,0
2025-01-27 18:02:34,1.16,37.0,17.0,2.58,-80.0,73.0,1
2025-01-27 18:02:35,6.496,13.0,45.0,0.49,-68.0,79.0,0
2025-01-27 18:02:36,3.184,12.0,21.0,1.17,-87.0,74.0,0
2025-01-27 18:02:37,2.4,44.0,47.0,2.86,-65.0,70.0,1
2025-01-27 18:02:38,1.776,13.0,49.0,1.32,-78.0,75.0,1
2025-01-27 18:02:39,5.288,26.0,39.0,2.47,-77.0,63.0,1
2025-01-27 18:02:40,6.128,18.0,22.0,2.33,-65.0,77.0,0
2025-01-27 18:02:41,3.16,10.0,22.0,1.74,-67.0,74.0,0
2025-01-27 18:02:42,5.936,34.0,25.0,1.33,-88.0,63.0,0
2025-01-27 18:02:43,6.064,38.0,17.0,0.19,-76.0,69.0,1
2025-01-27 18:02:44,3.528,30.0,14.0,1.93,-80.0,86.0,1
2025-01-27 18:02:45,6.496,38.0,33.0,0.59,-68.0,64.0,0
2025-01-27 18:02:46,2.08,17.0,47.0,0.26,-74.0,82.0,0
2025-01-27 18:02:47,5.488,29.0,32.0,1.78,-78.0,75.0,0
2025-01-27 18:02:48,3.56,37.0,36.0,1.2,-77.0,70.0,1
2025-01-27 18:02:49,4.424,49.0,48.0,0.8,-78.0,63.0,0
2025-01-27 18:02:50,2.464,17.0,17.0,1.27,-74.0,50.0,0
2025-01-27 18:02:51,7.584,19.0,28.0,0.38,-88.0,62.0,1
2025-01-27 18:02:52,2.664,22.0,30.0,1.43,-66.0,82.0,0
2025-01-27 18:02:53,4.784,12.0,48.0,0.55,-65.0,53.0,1
2025-01-27 18:02:54,3.776,43.0,40.0,0.69,-74.0,81.0,1
2025-01-27 18:02:55,5.384,15.0,46.0,1.46,-79.0,71.0,0
2025-01-27 18:02:56,3.704,49.0,34.0,1.46,-89.0,84.0,0
2025-01-27 18:02:57,2.944,44.0,28.0,2.74,-61.0,72.0,1
2025-01-27 18:02:58,6.96,36.0,20.0,1.2,-85.0,59.0,1
2025-01-27 18:02:59,5.952,13.0,16.0,0.46,-76.0,62.0,0
2025-01-27 18:03:00,4.544,38.0,34.0,2.09,-62.0,56.0,1
2025-01-27 18:03:01,7.152,44.0,40.0,0.37,-79.0,59.0,1
2025-01-27 18:03:02,5.168,22.0,19.0,2.0,-61.0,67.0,0
2025-01-27 18:03:03,1.616,32.0,30.0,1.47,-88.0,70.0,0
2025-01-27 18:03:04,3.296,35.0,21.0,2.75,-88.0,70.0,0
2025-01-27 18:03:05,7.08,21.0,16.0,1.9,-89.0,68.0,1
2025-01-27 18:03:06,5.792,24.0,15.0,0.87,-82.0,64.0,1
2025-01-27 18:03:07,3.88,41.0,30.0,2.18,-75.0,89.0,1
2025-01-27 18:03:08,7.384,35.0,23.0,1.91,-70.0,59.0,1
2025-01-27 18:03:09,1.52,45.0,39.0,2.5,-77.0,83.0,0
2025-01-27 18:03:10,6.88,47.0,31.0,1.5,-75.0,58.0,1
2025-01-27 18:03:11,1.104,33.0,23.0,0.77,-86.0,60.0,0
2025-01-27 18:03:12,1.936,44.0,32.0,1.75,-61.0,70.0,0
2025-01-27 18:03:13,1.08,40.0,49.0,2.15,-78.0,62.0,1
2025-01-27 18:03:14,2.376,43.0,36.0,1.9,-70.0,87.0,1
2025-01-27 18:03:15,3.56,43.0,26.0,2.6,-65.0,87.0,0
2025-01-27 18:03:16,4.864,32.0,14.0,0.23,-74.0,62.0,0
2025-01-27 18:03:17,5.568,43.0,28.0,2.74,-87.0,81.0,1
2025-01-27 18:03:18,7.16,36.0,28.0,0.87,-72.0,53.0,0
2025-01-27 18:03:19,1.168,37.0,46.0,1.72,-76.0,55.0,1
2025-01-27 18:03:20,4.792,17.0,45.0,0.22,-76.0,56.0,0
2025-01-27 18:03:21,3.168,32.0,19.0,1.82,-79.0,68.0,0
2025-01-27 18:03:22,6.16,37.0,13.0,1.37,-74.0,86.0,1
2025-01-27 18:03:23,7.744,13.0,42.0,1.27,-84.0,80.0,0
2025-01-27 18:03:24,7.768,28.0,39.0,2.0,-86.0,64.0,1
2025-01-27 18:03:25,1.184,38.0,24.0,0.49,-83.0,88.0,1
2025-01-27 18:03:26,7.664,42.0,21.0,1.42,-85.0,73.0,0
2025-01-27 18:03:27,3.152,16.0,49.0,1.91,-80.0,88.0,0
2025-01-27 18:03:28,6.544,12.0,24.0,2.2,-73.0,55.0,0
2025-01-27 18:03:29,6.6,35.0,39.0,2.33,-65.0,60.0,1
2025-01-27 18:03:30,6.008,17.0,24.0,0.73,-62.0,56.0,0
2025-01-27 18:03:31,4.576,24.0,28.0,1.56,-72.0,65.0,1
2025-01-27 18:03:32,7.76,15.0,48.0,0.81,-63.0,89.0,0
2025-01-27 18:03:33,3.208,28.0,31.0,0.7,-78.0,53.0,1
2025-01-27 18:03:34,7.704,12.0,35.0,0.58,-84.0,69.0,0
2025-01-27 18:03:35,5.296,40.0,27.0,1.8,-73.0,51.0,1
2025-01-27 18:03:36,5.576,15.0,33.0,1.5,-65.0,89.0,1
2025-01-27 18:03:37,6.92,31.0,41.0,2.5,-77.0,69.0,0
2025-01-27 18:03:38,5.4,33.0,38.0,0.62,-78.0,85.0,1
2025-01-27 18:03:39,1.336,16.0,46.0,1.85,-74.0,67.0,0
2025-01-27 18:03:40,6.248,20.0,35.0,1.43,-71.0,55.0,1
2025-01-27 18:03:41,1.832,23.0,24.0,0.24,-85.0,67.0,1
2025-01-27 18:03:42,3.656,28.0,48.0,1.87,-69.0,62.0,1
2025-01-27 18:03:43,3.752,23.0,25.0,1.64,-85.0,58.0,0
2025-01-27 18:03:44,3.296,41.0,28.0,0.5,-75.0,83.0,1
2025-01-27 18:03:45,3.568,45.0,48.0,0.33,-66.0,64.0,1
2025-01-27 18:03:46,0.96,41.0,40.0,0.55,-61.0,81.0,0
2025-01-27 18:03:47,7.656,48.0,45.0,0.33,-70.0,65.0,1
2025-01-27 18:03:48,3.456,29.0,27.0,1.48,-68.0,61.0,0
2025-01-27 18:03:49,6.16,33.0,48.0,0.65,-69.0,71.0,0
2025-01-27 18:03:50,2.544,15.0,37.0,2.91,-88.0,52.0,1
2025-01-27 18:03:51,0.824,19.0,34.0,0.82,-84.0,80.0,1
2025-01-27 18:03:52,2.6,33.0,17.0,1.25,-64.0,86.0,0
2025-01-27 18:03:53,1.648,26.0,17.0,1.08,-77.0,71.0,1
2025-01-27 18:03:54,5.456,11.0,32.0,0.44,-88.0,53.0,1
2025-01-27 18:03:55,0.824,39.0,45.0,1.0,-73.0,55.0,1
2025-01-27 18:03:56,4.664,38.0,25.0,0.28,-79.0,53.0,1
2025-01-27 18:03:57,0.864,13.0,26.0,2.32,-77.0,65.0,1
2025-01-27 18:03:58,6.136,32.0,26.0,1.15,-77.0,71.0,0
2025-01-27 18:03:59,4.192,46.0,31.0,1.12,-69.0,87.0,0
2025-01-27 18:04:00,4.856,36.0,36.0,2.81,-71.0,60.0,1
2025-01-27 18:04:01,6.192,40.0,45.0,1.5,-72.0,82.0,0
2025-01-27 18:04:02,1.856,46.0,29.0,2.46,-70.0,62.0,1
2025-01-27 18:04:03,7.736,12.0,43.0,0.49,-89.0,54.0,0
2025-01-27 18:04:04,4.912,45.0,13.0,1.29,-72.0,89.0,1
2025-01-27 18:04:05,3.448,20.0,15.0,1.16,-76.0,87.0,0
2025-01-27 18:04:06,6.4,33.0,22.0,2.96,-70.0,60.0,1
2025-01-27 18:04:07,5.16,39.0,42.0,1.86,-83.0,53.0,0
2025-01-27 18:04:08,0.888,16.0,47.0,1.72,-70.0,66.0,0
2025-01-27 18:04:09,3.816,30.0,16.0,1.91,-80.0,82.0,1
2025-01-27 18:04:10,4.744,32.0,17.0,1.48,-80.0,61.0,1
2025-01-27 18:04:11,1.96,24.0,26.0,0.86,-62.0,62.0,1
2025-01-27 18:04:12,4.816,29.0,12.0,2.99,-76.0,60.0,0
2025-01-27 18:04:13,7.312,45.0,47.0,1.88,-82.0,84.0,1
2025-01-27 18:04:14,1.024,39.0,39.0,2.02,-82.0,69.0,1
2025-01-27 18:04:15,5.192,36.0,43.0,1.01,-66.0,51.0,1
2025-01-27 18:04:16,2.632,25.0,24.0,1.3,-85.0,51.0,1
2025-01-27 18:04:17,5.088,40.0,25.0,1.44,-69.0,65.0,1
2025-01-27 18:04:18,7.064,25.0,45.0,2.57,-66.0,79.0,1
2025-01-27 18:04:19,3.048,20.0,45.0,2.21,-65.0,50.0,0
2025-01-27 18:04:20,6.032,39.0,23.0,0.51,-66.0,88.0,1
2025-01-27 18:04:21,5.4,15.0,12.0,0.2,-62.0,66.0,1
2025-01-27 18:04:22,7.008,24.0,21.0,0.67,-79.0,70.0,0
2025-01-27 18:04:23,6.584,10.0,32.0,0.27,-66.0,61.0,1
2025-01-27 18:04:24,6.592,26.0,45.0,1.32,-80.0,81.0,0
2025-01-27 18:04:25,3.68,33.0,23.0,2.12,-73.0,75.0,0
2025-01-27 18:04:26,2.264,15.0,36.0,1.91,-80.0,73.0,0
2025-01-27 18:04:27,1.12,47.0,42.0,2.14,-78.0,63.0,0
2025-01-27 18:04:28,5.536,26.0,33.0,1.15,-77.0,71.0,0
2025-01-27 18:04:29,2.768,14.0,18.0,0.99,-77.0,62.0,0
2025-01-27 18:04:30,6.904,35.0,45.0,0.5,-83.0,53.0,0
2025-01-27 18:04:31,4.456,32.0,33.0,0.39,-67.0,69.0,1
2025-01-27 18:04:32,4.624,26.0,27.0,0.86,-69.0,53.0,0
2025-01-27 18:04:33,5.544,15.0,41.0,0.7,-90.0,89.0,1
2025-01-27 18:04:34,5.08,15.0,34.0,2.46,-76.0,75.0,1
2025-01-27 18:04:35,6.344,37.0,31.0,1.42,-73.0,85.0,0
2025-01-27 18:04:36,5.76,13.0,40.0,2.18,-88.0,55.0,0
2025-01-27 18:04:37,1.024,17.0,46.0,2.62,-79.0,82.0,1
2025-01-27 18:04:38,1.864,12.0,47.0,1.63,-88.0,67.0,1
2025-01-27 18:04:39,5.8,35.0,28.0,1.31,-71.0,56.0,1
2025-01-27 18:04:40,1.912,21.0,34.0,1.01,-64.0,50.0,0
2025-01-27 18:04:41,5.176,25.0,29.0,0.45,-65.0,52.0,0
2025-01-27 18:04:42,3.36,38.0,15.0,0.21,-73.0,62.0,1
2025-01-27 18:04:43,4.48,39.0,34.0,2.24,-61.0,68.0,1
2025-01-27 18:04:44,2.088,26.0,43.0,2.9,-79.0,59.0,1
2025-01-27 18:04:45,4.456,44.0,11.0,2.97,-87.0,53.0,0
2025-01-27 18:04:46,6.4,10.0,41.0,2.23,-89.0,83.0,0
2025-01-27 18:04:47,4.192,25.0,36.0,2.0,-62.0,71.0,1
2025-01-27 18:04:48,2.064,37.0,19.0,1.64,-78.0,82.0,0
2025-01-27 18:04:49,5.744,42.0,30.0,2.47,-68.0,53.0,1
2025-01-27 18:04:50,3.032,18.0,47.0,2.66,-75.0,85.0,0
2025-01-27 18:04:51,3.448,21.0,16.0,0.73,-80.0,82.0,1
2025-01-27 18:04:52,1.056,41.0,22.0,0.52,-80.0,68.0,1
2025-01-27 18:04:53,6.368,18.0,13.0,2.22,-77.0,79.0,1
2025-01-27 18:04:54,7.816,28.0,35.0,0.28,-62.0,87.0,1
2025-01-27 18:04:55,5.344,36.0,38.0,1.91,-81.0,72.0,1
2025-01-27 18:04:56,4.552,37.0,38.0,1.22,-84.0,71.0,0
2025-01-27 18:04:57,1.904,43.0,44.0,1.78,-77.0,82.0,0
2025-01-27 18:04:58,3.248,38.0,14.0,1.48,-82.0,87.0,1
2025-01-27 18:04:59,4.864,13.0,27.0,2.09,-74.0,66.0,1
2025-01-27 18:05:00,2.952,32.0,30.0,0.46,-80.0,55.0,1
2025-01-27 18:05:01,4.48,37.0,13.0,1.88,-75.0,53.0,1
2025-01-27 18:05:02,6.84,38.0,35.0,2.2,-76.0,84.0,1
2025-01-27 18:05:03,6.336,22.0,32.0,1.68,-82.0,57.0,0
2025-01-27 18:05:04,2.0,11.0,40.0,1.02,-73.0,77.0,0
2025-01-27 18:05:05,7.08,16.0,14.0,0.31,-73.0,89.0,1
2025-01-27 18:05:06,1.552,35.0,20.0,1.3,-77.0,50.0,1
2025-01-27 18:05:07,4.304,16.0,25.0,0.74,-81.0,83.0,0
2025-01-27 18:05:08,3.456,36.0,22.0,0.54,-85.0,56.0,0
2025-01-27 18:05:09,5.648,25.0,16.0,1.13,-68.0,54.0,0
2025-01-27 18:05:10,3.12,36.0,27.0,2.75,-67.0,64.0,0
2025-01-27 18:05:11,7.192,37.0,24.0,0.88,-87.0,71.0,1
2025-01-27 18:05:12,7.208,43.0,48.0,1.51,-76.0,65.0,0
2025-01-27 18:05:13,4.28,23.0,36.0,0.37,-87.0,65.0,0
2025-01-27 18:05:14,1.12,27.0,36.0,0.51,-73.0,81.0,1
2025-01-27 18:05:15,0.848,14.0,21.0,0.93,-72.0,56.0,1
2025-01-27 18:05:16,6.744,38.0,33.0,1.58,-90.0,73.0,0
2025-01-27 18:05:17,1.904,34.0,40.0,0.64,-65.0,52.0,0
2025-01-27 18:05:18,3.376,14.0,26.0,1.04,-85.0,63.0,0
2025-01-27 18:05:19,1.816,28.0,39.0,0.47,-71.0,73.0,1
2025-01-27 18:05:20,6.288,44.0,44.0,1.97,-76.0,88.0,0
2025-01-27 18:05:21,7.984,33.0,36.0,0.29,-76.0,84.0,1
2025-01-27 18:05:22,7.384,24.0,12.0,2.84,-67.0,75.0,1
2025-01-27 18:05:23,4.864,30.0,37.0,1.46,-61.0,81.0,0
2025-01-27 18:05:24,0.808,13.0,35.0,0.22,-74.0,84.0,1
2025-01-27 18:05:25,4.008,35.0,33.0,0.36,-72.0,55.0,0
2025-01-27 18:05:26,2.584,23.0,12.0,0.12,-86.0,74.0,0
2025-01-27 18:05:27,1.976,11.0,19.0,1.51,-79.0,66.0,0
2025-01-27 18:05:28,6.12,12.0,45.0,2.33,-72.0,76.0,1
2025-01-27 18:05:29,7.664,43.0,45.0,1.35,-69.0,76.0,0
2025-01-27 18:05:30,2.96,18.0,49.0,0.44,-64.0,61.0,0
2025-01-27 18:05:31,7.52,19.0,35.0,1.5,-86.0,53.0,0
2025-01-27 18:05:32,4.168,32.0,41.0,1.28,-66.0,50.0,0
2025-01-27 18:05:33,6.688,12.0,31.0,0.18,-61.0,62.0,1
2025-01-27 18:05:34,3.552,27.0,21.0,2.23,-78.0,78.0,1
2025-01-27 18:05:35,4.976,32.0,10.0,1.3,-82.0,66.0,0
2025-01-27 18:05:36,7.968,37.0,47.0,0.41,-66.0,58.0,0
2025-01-27 18:05:37,2.76,46.0,14.0,2.48,-65.0,73.0,1
2025-01-27 18:05:38,7.44,22.0,14.0,0.11,-63.0,55.0,1
2025-01-27 18:05:39,2.248,29.0,36.0,1.54,-90.0,53.0,1
2025-01-27 18:05:40,2.36,23.0,11.0,0.59,-87.0,69.0,0
2025-01-27 18:05:41,2.528,14.0,15.0,1.51,-62.0,79.0,1
2025-01-27 18:05:42,2.488,14.0,22.0,2.32,-76.0,72.0,1
2025-01-27 18:05:43,1.64,13.0,25.0,0.87,-83.0,59.0,1
2025-01-27 18:05:44,1.624,14.0,27.0,2.21,-61.0,68.0,0
2025-01-27 18:05:45,1.312,42.0,35.0,1.04,-68.0,63.0,0
