Timestamp,Traffic Volume (Mbps),Network Latency (ms),Throughput (Mbps),Packet Loss (%),Signal Strength (dBm),Resource Allocation (%),Handover Success (0/1)
2025-01-27 18:07:09,2.512,46,14,2.53,-70,77,1
2025-01-27 18:07:10,7.472,44,17,0.53,-90,86,1
2025-01-27 18:07:11,3.408,40,25,1.6,-86,62,1
2025-01-27 18:07:12,4.04,33,41,2.39,-75,73,1
2025-01-27 18:07:13,2.384,25,12,2.31,-88,52,1
2025-01-27 18:07:14,1.264,27,35,2.64,-86,87,0
2025-01-27 18:07:15,1.552,13,39,1.19,-75,86,0
2025-01-27 18:07:16,1.128,26,37,2.84,-79,64,0
2025-01-27 18:07:17,2.808,20,37,0.31,-82,55,0
2025-01-27 18:07:18,7.848,24,39,0.73,-73,50,1
2025-01-27 18:07:19,7.048,40,22,0.52,-87,84,1
2025-01-27 18:07:20,1.792,20,48,2.88,-76,62,0
2025-01-27 18:07:21,4.432,20,49,2.34,-75,89,0
2025-01-27 18:07:22,5.712,28,37,2.55,-77,66,1
2025-01-27 18:07:23,1.92,11,49,2.46,-73,74,1
2025-01-27 18:07:24,4.496,39,32,1.08,-69,60,1
2025-01-27 18:07:25,1.24,10,29,2.16,-71,83,1
2025-01-27 18:07:26,3.2,23,28,2.1,-78,88,0
2025-01-27 18:07:27,1.128,13,28,0.21,-62,50,1
2025-01-27 18:07:28,4.696,39,45,2.32,-64,57,0
2025-01-27 18:07:29,5.792,15,19,0.66,-69,64,0
2025-01-27 18:07:30,1.344,34,30,0.9,-81,62,1
2025-01-27 18:07:31,1.592,13,35,2.57,-63,72,1
2025-01-27 18:07:32,4.68,24,45,2.71,-89,70,1
2025-01-27 18:07:33,7.464,27,17,0.54,-73,60,1
2025-01-27 18:07:34,4.0,15,22,1.29,-71,88,0
2025-01-27 18:07:35,5.616,26,33,1.46,-79,56,0
2025-01-27 18:07:36,2.12,19,43,1.58,-88,59,1
2025-01-27 18:07:37,6.808,10,15,2.63,-81,72,1
2025-01-27 18:07:38,5.528,41,39,1.04,-61,82,0
2025-01-27 18:07:39,4.024,48,35,0.74,-67,76,1
2025-01-27 18:07:40,5.752,21,46,1.62,-87,81,1
2025-01-27 18:07:41,3.184,16,29,0.79,-76,77,0
2025-01-27 18:07:42,1.728,30,30,0.12,-77,54,1
2025-01-27 18:07:43,4.024,47,13,2.5,-83,50,1
2025-01-27 18:07:44,1.624,43,27,1.72,-77,82,1
2025-01-27 18:07:45,6.968,26,14,1.12,-71,64,1
2025-01-27 18:07:46,7.8,37,46,2.3,-71,80,1
2025-01-27 18:07:47,4.016,42,37,1.29,-68,85,1
2025-01-27 18:07:48,5.832,36,17,0.84,-81,51,1
2025-01-27 18:07:49,3.784,38,19,2.44,-75,85,1
2025-01-27 18:07:50,4.704,43,37,0.72,-75,89,1
2025-01-27 18:07:51,5.28,33,21,2.22,-64,61,1
2025-01-27 18:07:52,7.024,49,13,2.36,-69,71,1
2025-01-27 18:07:53,1.056,31,18,1.37,-69,67,0
2025-01-27 18:07:54,1.176,16,19,2.97,-61,77,0
2025-01-27 18:07:55,6.824,15,22,2.1,-77,62,0
2025-01-27 18:07:56,5.488,28,46,1.02,-74,79,1
2025-01-27 18:07:57,7.064,33,38,2.44,-79,89,1
2025-01-27 18:07:58,6.816,35,30,1.35,-72,85,1
2025-01-27 18:07:59,2.2,28,10,2.99,-67,75,0
2025-01-27 18:08:00,6.304,20,23,0.74,-79,54,1
2025-01-27 18:08:01,7.048,24,29,1.77,-79,81,0
2025-01-27 18:08:02,4.664,19,25,1.11,-83,66,0
2025-01-27 18:08:03,3.496,33,25,2.66,-73,88,1
2025-01-27 18:08:04,4.552,20,40,2.84,-80,65,1
2025-01-27 18:08:05,7.632,38,17,1.6,-67,52,0
2025-01-27 18:08:06,5.552,43,16,2.02,-86,62,1
2025-01-27 18:08:07,5.272,47,10,2.02,-70,75,1
2025-01-27 18:08:08,7.344,33,43,2.73,-68,63,0
2025-01-27 18:08:09,3.328,31,31,1.93,-87,76,1
2025-01-27 18:08:10,7.368,36,45,0.14,-68,64,0
2025-01-27 18:08:11,0.968,22,36,0.26,-64,85,1
2025-01-27 18:08:12,3.376,27,32,2.11,-73,63,0
2025-01-27 18:08:13,7.664,21,41,0.95,-71,73,1
2025-01-27 18:08:14,6.624,44,17,1.42,-80,70,1
2025-01-27 18:08:15,1.832,31,38,2.2,-78,56,1
2025-01-27 18:08:16,2.616,17,15,0.78,-61,57,0
2025-01-27 18:08:17,6.584,21,15,0.2,-69,82,0
2025-01-27 18:08:18,4.112,34,49,0.17,-73,52,0
2025-01-27 18:08:19,2.456,25,41,1.65,-70,56,1
2025-01-27 18:08:20,6.416,37,37,1.77,-78,54,1
2025-01-27 18:08:21,7.136,46,15,0.68,-65,84,0
2025-01-27 18:08:22,6.888,39,28,0.11,-73,68,0
2025-01-27 18:08:23,7.48,23,20,2.86,-71,83,1
2025-01-27 18:08:24,5.808,39,20,2.0,-77,70,1
2025-01-27 18:08:25,5.536,27,13,0.91,-72,52,0
2025-01-27 18:08:26,4.336,47,41,2.04,-82,68,1
2025-01-27 18:08:27,6.68,37,37,1.43,-67,79,0
2025-01-27 18:08:28,4.096,49,12,0.36,-81,54,1
2025-01-27 18:08:29,5.416,36,35,0.23,-62,89,1
2025-01-27 18:08:30,7.048,25,39,2.6,-80,83,1
2025-01-27 18:08:31,5.4,30,28,0.98,-79,60,1
2025-01-27 18:08:32,5.248,23,38,2.06,-63,51,0
2025-01-27 18:08:33,6.008,10,26,0.43,-90,52,0
2025-01-27 18:08:34,3.296,11,35,1.37,-69,62,1
2025-01-27 18:08:35,7.096,42,38,1.06,-90,60,0
2025-01-27 18:08:36,3.096,32,26,2.88,-78,81,0
2025-01-27 18:08:37,7.032,27,33,2.81,-84,54,0
2025-01-27 18:08:38,6.952,42,22,0.68,-78,55,0
2025-01-27 18:08:39,2.96,32,40,0.72,-61,65,1
2025-01-27 18:08:40,5.0,41,22,0.91,-76,59,0
2025-01-27 18:08:41,5.848,24,36,0.52,-90,88,0
2025-01-27 18:08:42,3.536,36,45,2.37,-70,51,0
2025-01-27 18:08:43,4.456,32,23,2.16,-81,63,0
2025-01-27 18:08:44,7.96,46,37,1.89,-65,69,1
2025-01-27 18:08:45,1.784,28,45,0.45,-77,59,0
2025-01-27 18:08:46,1.928,35,41,2.54,-72,62,1
2025-01-27 18:08:47,7.528,17,16,2.36,-68,80,0
2025-01-27 18:08:48,7.008,18,20,0.31,-77,67,1
2025-01-27 18:08:49,3.424,45,43,0.8,-81,70,1
2025-01-27 18:08:50,4.344,31,39,2.77,-61,84,0
2025-01-27 18:08:51,2.904,34,30,1.91,-77,50,1
2025-01-27 18:08:52,7.504,29,44,2.63,-68,63,1
2025-01-27 18:08:53,4.856,17,39,2.48,-75,64,1
2025-01-27 18:08:54,2.288,16,17,2.57,-68,86,0
2025-01-27 18:08:55,6.096,13,43,2.02,-89,70,0
2025-01-27 18:08:56,7.0,45,35,0.13,-69,68,0
2025-01-27 18:08:57,2.576,33,44,2.72,-71,75,1
2025-01-27 18:08:58,1.024,25,31,2.38,-82,56,0
2025-01-27 18:08:59,1.456,22,29,0.65,-89,54,0
2025-01-27 18:09:00,6.912,13,25,0.96,-84,56,1
2025-01-27 18:09:01,2.776,16,37,1.99,-82,84,0
2025-01-27 18:09:02,4.096,26,40,1.23,-89,80,0
2025-01-27 18:09:03,5.872,34,13,0.44,-75,87,0
2025-01-27 18:09:04,6.752,27,18,2.67,-76,64,0
2025-01-27 18:09:05,6.624,44,32,1.39,-70,72,0
2025-01-27 18:09:06,2.848,35,13,0.57,-73,87,0
2025-01-27 18:09:07,5.552,47,44,1.15,-85,74,1
2025-01-27 18:09:08,4.032,10,28,2.52,-88,87,1
2025-01-27 18:09:09,7.36,34,24,2.22,-90,76,1
2025-01-27 18:09:10,3.416,39,38,1.47,-76,53,1
2025-01-27 18:09:11,5.216,43,13,0.66,-77,62,0
2025-01-27 18:09:12,6.632,18,37,1.84,-68,67,1
2025-01-27 18:09:13,3.64,30,48,2.98,-80,88,0
2025-01-27 18:09:14,5.112,10,40,2.22,-83,80,0
2025-01-27 18:09:15,3.664,28,27,2.3,-83,67,0
2025-01-27 18:09:16,3.032,41,37,1.47,-87,64,1
2025-01-27 18:09:17,4.192,30,33,0.14,-67,63,0
2025-01-27 18:09:18,7.488,18,26,1.88,-64,67,0
2025-01-27 18:09:19,7.296,41,20,0.54,-78,64,1
2025-01-27 18:09:20,6.856,22,14,0.42,-77,50,0
2025-01-27 18:09:21,3.456,25,17,0.68,-68,85,1
2025-01-27 18:09:22,6.24,16,37,1.94,-86,76,0
2025-01-27 18:09:23,1.856,13,18,0.19,-68,73,1
2025-01-27 18:09:24,7.064,12,19,2.31,-67,76,1
2025-01-27 18:09:25,4.112,36,28,0.59,-86,79,0
2025-01-27 18:09:26,4.704,10,13,2.94,-83,61,1
2025-01-27 18:09:27,3.504,13,22,2.86,-68,79,0
2025-01-27 18:09:28,1.984,27,28,2.32,-82,74,1
2025-01-27 18:09:29,3.632,13,35,1.41,-65,65,0
2025-01-27 18:09:30,1.032,42,23,1.16,-68,87,1
2025-01-27 18:09:31,2.44,47,37,2.88,-79,73,0
2025-01-27 18:09:32,6.488,10,48,1.59,-72,86,0
2025-01-27 18:09:33,1.832,39,37,0.98,-68,87,0
2025-01-27 18:09:34,2.12,29,30,2.92,-61,58,1
2025-01-27 18:09:35,4.568,43,13,1.47,-79,76,1
2025-01-27 18:09:36,2.24,46,42,0.89,-77,62,1
2025-01-27 18:09:37,4.528,34,17,1.44,-83,62,0
2025-01-27 18:09:38,7.192,15,14,2.11,-65,58,0
2025-01-27 18:09:39,1.984,39,41,2.04,-69,50,1
2025-01-27 18:09:40,1.728,36,34,1.56,-71,83,1
2025-01-27 18:09:41,1.04,18,24,2.08,-68,52,0
2025-01-27 18:09:42,7.96,25,46,0.14,-81,65,1
2025-01-27 18:09:43,3.16,39,48,2.28,-78,60,1
2025-01-27 18:09:44,1.856,39,28,1.48,-81,83,0
2025-01-27 18:09:45,1.632,48,23,1.67,-78,77,0
2025-01-27 18:09:46,2.256,32,32,1.2,-61,54,0
2025-01-27 18:09:47,1.848,42,31,2.02,-62,50,0
2025-01-27 18:09:48,3.696,25,44,0.9,-73,60,0
2025-01-27 18:09:49,5.416,28,10,0.75,-62,85,1
2025-01-27 18:09:50,3.832,25,43,1.71,-83,72,1
2025-01-27 18:09:51,1.024,35,12,0.13,-83,71,1
2025-01-27 18:09:52,3.28,16,41,1.55,-64,81,0
2025-01-27 18:09:53,5.272,44,23,2.53,-77,77,0
2025-01-27 18:09:54,2.544,11,34,2.13,-90,54,0
2025-01-27 18:09:55,0.872,41,25,1.6,-77,88,1
2025-01-27 18:09:56,7.976,23,34,2.66,-80,86,1
2025-01-27 18:09:57,7.944,43,40,2.3,-83,89,1
2025-01-27 18:09:58,4.048,24,34,1.54,-72,75,0
2025-01-27 18:09:59,7.424,26,40,2.5,-67,71,0
2025-01-27 18:10:00,4.864,30,28,0.95,-64,56,0
2025-01-27 18:10:01,5.368,14,40,2.82,-84,72,0
2025-01-27 18:10:02,4.888,24,35,1.07,-73,65,1
2025-01-27 18:10:03,1.504,28,42,2.85,-62,69,1
2025-01-27 18:10:04,1.28,16,15,2.29,-64,83,1
2025-01-27 18:10:05,2.616,14,49,0.79,-88,75,0
2025-01-27 18:10:06,2.776,30,37,2.66,-67,75,1
2025-01-27 18:10:07,0.896,22,21,1.01,-73,67,1
2025-01-27 18:10:08,1.0,18,36,0.95,-63,68,0
2025-01-27 18:10:09,4.136,23,40,2.55,-66,74,0
2025-01-27 18:10:10,2.04,10,47,0.58,-90,66,1
2025-01-27 18:10:11,3.24,42,44,0.26,-76,87,0
2025-01-27 18:10:12,1.792,13,41,2.35,-81,87,1
2025-01-27 18:10:13,4.848,20,17,0.11,-82,60,1
2025-01-27 18:10:14,1.184,15,49,0.39,-82,78,0
2025-01-27 18:10:15,7.152,43,21,2.86,-78,68,1
2025-01-27 18:10:16,7.464,14,27,1.49,-62,70,1
2025-01-27 18:10:17,7.888,33,20,1.66,-67,84,1
2025-01-27 18:10:18,3.024,25,35,1.99,-76,73,0
2025-01-27 18:10:19,5.936,31,20,1.21,-67,83,1
2025-01-27 18:10:20,5.144,39,11,2.85,-68,68,0
2025-01-27 18:10:21,1.104,40,34,0.83,-84,55,0
2025-01-27 18:10:22,5.04,10,37,1.54,-64,79,1
2025-01-27 18:10:23,2.424,29,10,1.09,-72,63,0
2025-01-27 18:10:24,2.192,29,40,0.29,-87,68,0
2025-01-27 18:10:25,1.952,32,27,2.2,-72,70,1
2025-01-27 18:10:26,4.08,36,43,0.71,-89,80,1
2025-01-27 18:10:27,1.4,45,46,0.58,-66,53,0
2025-01-27 18:10:28,7.88,17,39,2.73,-65,55,0
2025-01-27 18:10:29,5.36,16,16,2.9,-81,50,1
2025-01-27 18:10:30,5.88,19,22,2.72,-90,61,0
2025-01-27 18:10:31,5.44,45,42,0.81,-88,59,1
2025-01-27 18:10:32,2.912,15,13,0.34,-89,75,0
2025-01-27 18:10:33,6.056,32,25,2.41,-76,63,0
2025-01-27 18:10:34,4.76,16,45,1.84,-88,53,0
2025-01-27 18:10:35,5.088,16,13,1.62,-76,86,0
2025-01-27 18:10:36,5.392,48,36,2.27,-80,68,0
2025-01-27 18:10:37,6.992,26,29,1.73,-90,73,1
2025-01-27 18:10:38,4.048,37,37,1.36,-78,58,0
2025-01-27 18:10:39,3.824,16,42,1.58,-84,67,1
2025-01-27 18:10:40,3.72,23,41,0.73,-72,79,1
2025-01-27 18:10:41,3.184,14,34,2.68,-89,59,0
2025-01-27 18:10:42,7.584,45,30,2.82,-66,50,0
2025-01-27 18:10:43,2.808,16,34,2.2,-69,81,0
2025-01-27 18:10:44,2.304,26,47,0.94,-88,58,0
2025-01-27 18:10:45,7.64,32,10,2.45,-66,82,0
2025-01-27 18:10:46,6.408,49,36,1.2,-83,66,1
2025-01-27 18:10:47,1.48,24,38,2.22,-81,73,0
2025-01-27 18:10:48,7.688,16,45,1.78,-73,50,1
2025-01-27 18:10:49,4.504,15,33,1.65,-65,60,0
2025-01-27 18:10:50,1.888,18,11,0.28,-68,78,0
2025-01-27 18:10:51,3.352,28,48,1.03,-62,61,0
2025-01-27 18:10:52,7.984,16,43,1.6,-89,51,1
2025-01-27 18:10:53,5.408,39,42,1.13,-70,74,0
2025-01-27 18:10:54,1.992,11,29,0.71,-66,50,1
2025-01-27 18:10:55,7.176,15,35,1.49,-72,52,0
2025-01-27 18:10:56,4.6,34,13,2.12,-69,75,0
2025-01-27 18:10:57,3.704,21,29,2.61,-72,59,0
2025-01-27 18:10:58,7.864,28,16,0.23,-83,83,0
2025-01-27 18:10:59,3.136,27,31,1.45,-84,66,0
2025-01-27 18:11:00,6.184,37,43,2.7,-88,51,1
2025-01-27 18:11:01,4.464,31,39,2.74,-71,67,0
2025-01-27 18:11:02,2.088,26,38,0.55,-83,65,1
2025-01-27 18:11:03,2.864,16,34,2.25,-77,61,1
2025-01-27 18:11:04,7.68,23,35,2.2,-83,85,1
2025-01-27 18:11:05,5.112,25,43,0.15,-83,86,1
2025-01-27 18:11:06,6.664,45,36,2.9,-86,60,1
2025-01-27 18:11:07,4.336,18,23,2.39,-63,60,1
2025-01-27 18:11:08,5.768,13,30,2.4,-86,63,1
2025-01-27 18:11:09,3.232,32,46,0.84,-76,66,0
2025-01-27 18:11:10,2.216,29,33,2.73,-76,88,1
2025-01-27 18:11:11,3.568,45,34,0.89,-72,83,1
2025-01-27 18:11:12,7.48,48,37,1.05,-70,89,1
2025-01-27 18:11:13,2.728,12,24,2.34,-64,56,0
2025-01-27 18:11:14,4.984,36,16,2.84,-63,53,1
2025-01-27 18:11:15,1.72,22,42,2.0,-62,63,1
2025-01-27 18:11:16,6.968,20,23,1.99,-72,53,1
2025-01-27 18:11:17,1.064,38,34,0.12,-81,85,0
2025-01-27 18:11:18,1.952,19,44,0.65,-61,74,1
2025-01-27 18:11:19,2.816,21,24,2.74,-79,88,1
2025-01-27 18:11:20,1.592,49,26,2.18,-70,52,0
2025-01-27 18:11:21,5.616,18,14,1.79,-69,52,0
2025-01-27 18:11:22,7.448,11,46,0.13,-88,83,1
2025-01-27 18:11:23,6.488,28,36,0.63,-62,76,1
2025-01-27 18:11:24,2.656,12,31,2.23,-90,53,1
2025-01-27 18:11:25,1.984,20,44,2.84,-80,54,0
2025-01-27 18:11:26,4.456,38,10,0.65,-64,85,1
2025-01-27 18:11:27,5.072,11,28,2.35,-85,51,0
2025-01-27 18:11:28,6.032,33,20,0.16,-72,59,0
2025-01-27 18:11:29,3.696,24,39,0.18,-76,50,0
2025-01-27 18:11:30,2.632,40,49,0.49,-72,68,1
2025-01-27 18:11:31,4.96,41,48,2.56,-83,80,0
2025-01-27 18:11:32,7.776,15,47,0.77,-72,52,0
2025-01-27 18:11:33,5.616,18,20,0.45,-74,72,1
2025-01-27 18:11:34,6.168,16,11,0.65,-75,71,1
2025-01-27 18:11:35,0.952,14,16,1.98,-80,65,0
2025-01-27 18:11:36,2.624,17,35,0.38,-64,50,0
2025-01-27 18:11:37,6.136,34,14,1.97,-80,88,1
2025-01-27 18:11:38,3.496,15,16,0.85,-85,73,0
2025-01-27 18:11:39,1.504,34,35,2.8,-71,53,0
2025-01-27 18:11:40,6.744,49,18,1.96,-82,88,0
2025-01-27 18:11:41,7.824,48,24,0.81,-84,89,0
2025-01-27 18:11:42,3.08,43,36,1.27,-83,59,1
2025-01-27 18:11:43,2.128,41,29,2.46,-73,78,1
2025-01-27 18:11:44,7.904,17,11,2.89,-86,64,1
2025-01-27 18:11:45,2.2,15,49,2.87,-73,86,0
2025-01-27 18:11:46,3.816,25,44,1.44,-70,80,1
2025-01-27 18:11:47,4.696,17,32,2.1,-78,87,1
2025-01-27 18:11:48,4.136,25,14,0.31,-70,58,1
2025-01-27 18:11:49,3.52,32,12,1.0,-67,70,0
2025-01-27 18:11:50,4.568,24,48,2.24,-90,77,0
2025-01-27 18:11:51,1.544,47,10,0.79,-86,61,0
2025-01-27 18:11:52,3.152,18,18,2.72,-71,65,0
2025-01-27 18:11:53,2.544,30,47,0.18,-83,69,0
2025-01-27 18:11:54,6.792,14,32,0.24,-82,74,1
2025-01-27 18:11:55,1.512,13,12,0.14,-83,53,0
2025-01-27 18:11:56,7.12,25,20,0.25,-74,72,0
2025-01-27 18:11:57,2.808,12,15,1.28,-77,54,0
2025-01-27 18:11:58,1.88,30,48,0.81,-62,59,0
2025-01-27 18:11:59,2.528,30,37,2.45,-81,72,0
2025-01-27 18:12:00,0.864,44,48,1.85,-69,52,1
2025-01-27 18:12:01,6.368,42,25,0.11,-76,54,1
2025-01-27 18:12:02,2.456,43,33,0.79,-64,50,1
2025-01-27 18:12:03,2.984,38,48,1.48,-66,55,0
2025-01-27 18:12:04,3.528,13,25,0.36,-68,80,1
2025-01-27 18:12:05,7.192,10,34,0.99,-66,84,1
2025-01-27 18:12:06,7.008,33,44,0.33,-74,52,0
2025-01-27 18:12:07,7.76,23,26,0.57,-69,89,0
2025-01-27 18:12:08,4.752,44,26,1.9,-74,54,1
2025-01-27 18:12:09,5.76,21,30,0.43,-61,81,0
2025-01-27 18:12:10,5.6,33,17,0.29,-67,84,1
2025-01-27 18:12:11,3.864,39,37,0.98,-74,68,1
2025-01-27 18:12:12,2.816,47,33,0.56,-65,67,1
2025-01-27 18:12:13,6.248,16,25,0.44,-70,80,1
2025-01-27 18:12:14,7.264,28,44,1.24,-66,51,0
2025-01-27 18:12:15,5.184,16,46,2.56,-67,60,1
2025-01-27 18:12:16,2.992,16,41,2.79,-84,65,0
2025-01-27 18:12:17,6.296,22,23,2.19,-78,56,1
2025-01-27 18:12:18,5.624,39,37,0.97,-84,70,0
2025-01-27 18:12:19,2.704,12,30,2.11,-85,55,1
2025-01-27 18:12:20,6.36,30,29,2.78,-90,58,1
2025-01-27 18:12:21,5.8,17,17,0.18,-86,74,1
2025-01-27 18:12:22,2.896,23,43,2.66,-73,55,1
2025-01-27 18:12:23,5.8,16,44,2.45,-86,56,1
2025-01-27 18:12:24,6.632,34,36,0.85,-67,76,0
2025-01-27 18:12:25,6.384,20,38,0.21,-81,60,0
2025-01-27 18:12:26,7.24,29,26,1.12,-66,65,0
2025-01-27 18:12:27,6.568,32,47,0.65,-65,72,1
2025-01-27 18:12:28,4.192,14,44,1.68,-83,56,1
2025-01-27 18:12:29,5.072,27,14,2.44,-72,82,1
2025-01-27 18:12:30,7.56,31,25,3.0,-88,55,1
2025-01-27 18:12:31,3.504,27,42,0.25,-77,62,1
2025-01-27 18:12:32,6.056,15,27,0.18,-68,80,0
2025-01-27 18:12:33,2.728,19,14,1.47,-85,82,1
2025-01-27 18:12:34,6.048,46,27,1.46,-79,65,1
2025-01-27 18:12:35,4.584,45,29,2.95,-77,59,0
2025-01-27 18:12:36,6.832,20,34,2.42,-89,69,1
2025-01-27 18:12:37,4.944,24,48,1.75,-89,82,1
2025-01-27 18:12:38,6.824,30,28,1.58,-62,89,1
2025-01-27 18:12:39,2.208,38,17,1.67,-62,71,1
2025-01-27 18:12:40,2.88,15,33,2.69,-77,69,0
2025-01-27 18:12:41,2.728,19,48,2.93,-68,71,0
2025-01-27 18:12:42,1.64,13,26,0.16,-88,73,0
2025-01-27 18:12:43,2.392,46,26,2.69,-66,59,1
2025-01-27 18:12:44,7.352,22,32,2.08,-62,68,1
2025-01-27 18:12:45,2.512,36,14,0.9,-61,55,0
2025-01-27 18:12:46,3.896,28,12,1.93,-85,80,1
2025-01-27 18:12:47,7.784,19,14,2.49,-90,81,0
2025-01-27 18:12:48,2.192,43,48,2.12,-64,52,1
2025-01-27 18:12:49,7.592,26,33,1.27,-64,84,0
2025-01-27 18:12:50,6.936,11,44,1.93,-73,79,0
2025-01-27 18:12:51,2.968,31,11,2.29,-66,64,0
2025-01-27 18:12:52,0.984,22,12,2.01,-90,80,0
2025-01-27 18:12:53,5.176,26,11,0.76,-80,75,0
2025-01-27 18:12:54,5.24,13,30,1.97,-83,50,0
2025-01-27 18:12:55,4.064,20,40,0.96,-66,67,1
2025-01-27 18:12:56,1.16,45,31,1.69,-73,89,1
2025-01-27 18:12:57,3.056,20,18,0.23,-69,85,0
2025-01-27 18:12:58,2.616,23,28,1.89,-72,80,1
2025-01-27 18:12:59,1.28,36,46,2.11,-88,53,1
2025-01-27 18:13:00,6.944,32,14,0.13,-72,51,1
2025-01-27 18:13:01,5.016,43,41,1.38,-78,89,1
2025-01-27 18:13:02,5.0,39,18,0.38,-64,52,0
2025-01-27 18:13:03,7.016,22,25,2.27,-62,56,0
2025-01-27 18:13:04,7.768,33,28,1.95,-76,52,0
2025-01-27 18:13:05,1.008,47,25,2.76,-86,80,0
2025-01-27 18:13:06,4.52,22,21,1.06,-83,64,0
2025-01-27 18:13:07,4.56,28,16,0.87,-68,66,1
2025-01-27 18:13:08,1.656,12,16,0.28,-88,89,1
2025-01-27 18:13:09,5.576,35,14,0.71,-69,70,1
2025-01-27 18:13:10,2.16,49,49,0.48,-71,55,1
2025-01-27 18:13:11,1.024,18,35,2.0,-80,75,0
2025-01-27 18:13:12,2.904,43,21,2.06,-82,62,1
2025-01-27 18:13:13,5.664,21,46,1.05,-76,53,1
2025-01-27 18:13:14,1.088,29,46,1.68,-77,58,0
2025-01-27 18:13:15,3.304,39,34,1.03,-67,85,0
2025-01-27 18:13:16,7.0,36,26,2.1,-72,68,1
2025-01-27 18:13:17,6.464,14,42,1.72,-65,86,1
2025-01-27 18:13:18,7.928,13,33,0.92,-78,54,0
2025-01-27 18:13:19,3.216,45,19,2.27,-67,51,0
2025-01-27 18:13:20,1.36,28,27,1.04,-78,53,0
2025-01-27 18:13:21,6.312,48,12,1.35,-80,65,0
2025-01-27 18:13:22,2.376,10,12,0.1,-62,78,1
2025-01-27 18:13:23,3.8,38,40,2.17,-75,73,1
2025-01-27 18:13:24,3.352,48,24,1.64,-90,78,0
2025-01-27 18:13:25,3.672,36,24,2.13,-88,63,1
2025-01-27 18:13:26,2.8,15,21,1.69,-66,57,1
2025-01-27 18:13:27,6.496,49,15,2.83,-73,61,0
2025-01-27 18:13:28,4.112,37,39,1.82,-65,79,1
2025-01-27 18:13:29,3.104,13,37,0.9,-67,84,1
2025-01-27 18:13:30,6.032,13,42,2.74,-66,87,0
2025-01-27 18:13:31,4.616,28,27,2.16,-80,54,1
2025-01-27 18:13:32,3.624,17,44,0.4,-76,67,1
2025-01-27 18:13:33,3.264,10,36,0.36,-67,69,1
2025-01-27 18:13:34,3.288,11,29,2.8,-63,72,0
2025-01-27 18:13:35,5.016,14,20,0.65,-68,88,1
2025-01-27 18:13:36,6.088,47,24,2.19,-63,81,0
2025-01-27 18:13:37,3.504,14,27,1.9,-75,66,0
2025-01-27 18:13:38,2.688,20,27,1.5,-68,71,0
2025-01-27 18:13:39,3.552,14,48,2.7,-85,78,1
2025-01-27 18:13:40,4.776,47,49,0.19,-73,57,1
2025-01-27 18:13:41,7.824,13,17,1.26,-88,74,1
2025-01-27 18:13:42,5.816,43,10,0.58,-62,80,0
2025-01-27 18:13:43,5.08,27,39,2.14,-88,72,0
2025-01-27 18:13:44,7.648,15,37,2.4,-70,71,0
2025-01-27 18:13:45,2.392,37,11,1.3,-88,69,0
2025-01-27 18:13:46,1.928,31,17,2.55,-79,53,1
2025-01-27 18:13:47,4.304,21,19,0.8,-76,66,1
2025-01-27 18:13:48,4.64,32,45,2.27,-62,56,1
2025-01-27 18:13:49,1.344,48,20,2.89,-80,75,0
2025-01-27 18:13:50,2.96,27,41,1.7,-72,73,1
2025-01-27 18:13:51,3.144,25,25,0.97,-82,82,1
2025-01-27 18:13:52,4.632,37,45,1.43,-89,64,0
2025-01-27 18:13:53,4.208,40,34,0.12,-88,84,1
2025-01-27 18:13:54,5.208,31,26,0.22,-76,75,1
2025-01-27 18:13:55,3.888,26,10,0.47,-71,71,0
2025-01-27 18:13:56,3.448,49,30,2.38,-77,79,0
2025-01-27 18:13:57,5.688,20,19,0.59,-86,87,1
2025-01-27 18:13:58,1.6,38,30,2.18,-76,66,1
2025-01-27 18:13:59,1.896,32,34,0.76,-79,70,1
2025-01-27 18:14:00,6.624,13,12,0.89,-77,72,1
2025-01-27 18:14:01,5.944,40,36,2.66,-78,79,0
2025-01-27 18:14:02,6.0,31,28,1.65,-87,85,0
2025-01-27 18:14:03,2.24,33,12,1.01,-80,51,1
2025-01-27 18:14:04,4.976,44,41,0.8,-76,53,0
2025-01-27 18:14:05,1.904,23,25,0.4,-63,80,0
2025-01-27 18:14:06,1.0,22,12,0.44,-73,85,1
2025-01-27 18:14:07,4.752,18,21,0.21,-89,87,1
2025-01-27 18:14:08,1.28,33,34,0.44,-87,50,0
2025-01-27 18:14:09,1.608,47,10,1.12,-70,66,0
2025-01-27 18:14:10,5.808,46,30,2.81,-87,69,1
2025-01-27 18:14:11,6.072,41,48,0.78,-72,57,0
2025-01-27 18:14:12,7.768,19,40,0.89,-72,73,0
2025-01-27 18:14:13,3.456,23,49,1.56,-71,66,0
2025-01-27 18:14:14,7.984,48,46,2.69,-70,87,1
2025-01-27 18:14:15,4.352,38,40,2.27,-68,70,0
2025-01-27 18:14:16,7.216,48,48,2.83,-88,73,1
2025-01-27 18:14:17,5.736,18,24,2.49,-84,57,1
2025-01-27 18:14:18,7.088,22,12,1.38,-62,81,0
2025-01-27 18:14:19,2.8,10,49,2.93,-66,59,1
2025-01-27 18:14:20,5.584,30,32,0.4,-84,53,1
2025-01-27 18:14:21,5.688,31,34,1.86,-65,88,1
2025-01-27 18:14:22,3.568,20,41,2.66,-70,65,0
2025-01-27 18:14:23,3.2,27,30,1.59,-84,60,1
